"Market", "Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NYSE","DDD","3D Systems Corporation","18.32","$2.06B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ddd",
"NYSE","MMM","3M Company","172.39","$104.19B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mmm",
"NYSE","WBAI","500.com Limited","19.41","$804.06M","2013","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/wbai",
"NYSE","WUBA","58.com Inc.","48","$6.92B","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wuba",
"NYSE","AHC","A.H. Belo Corporation","7.3","$158.24M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/ahc",
"NYSE","ATEN","A10 Networks, Inc.","9.81","$645.23M","2014","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/aten",
"NYSE","AAC","AAC Holdings, Inc.","17.24","$408.61M","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aac",
"NYSE","AIR","AAR Corp.","31.69","$1.08B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/air",
"NYSE","AAN","Aaron&#39;s,  Inc.","25.17","$1.83B","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aan",
"NYSE","ABB","ABB Ltd","22.76","$48.41B","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/abb",
"NYSE","ABT","Abbott Laboratories","42.74","$62.83B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abt",
"NYSE","ABBV","AbbVie Inc.","63.39","$103.23B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abbv",
"NYSE","ANF","Abercrombie & Fitch Company","16.28","$1.1B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/anf",
"NYSE","GCH","Aberdeen Greater China Fund, Inc.","9.17","$82.21M","1992","n/a","n/a","http://www.nasdaq.com/symbol/gch",
"NYSE","JEQ","Aberdeen Japan Equity Fund, Inc. ","8.26","$112.34M","1992","n/a","n/a","http://www.nasdaq.com/symbol/jeq",
"NYSE","SGF","Aberdeen Singapore Fund, Inc.","9.39","$71.58M","1990","n/a","n/a","http://www.nasdaq.com/symbol/sgf",
"NYSE","ABM","ABM Industries Incorporated","39.1","$2.18B","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/abm",
"NYSE","AKR","Acadia Realty Trust","34.49","$2.61B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/akr",
"NYSE","ACN","Accenture plc","118.21","$76.21B","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/acn",
"NYSE","ACCO","Acco Brands Corporation","9.59","$1.03B","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/acco",
"NYSE","ACW","Accuride Corporation New","2.57","$123.98M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/acw",
"NYSE","ATV","Acorn International, Inc.","9.77","$37.39M","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/atv",
"NYSE","ATU","Actuant Corporation","23.34","$1.38B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/atu",
"NYSE","AYI","Acuity Brands Inc","242.99","$10.66B","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/ayi",
"NYSE","ADX","Adams Diversified Equity Fund, Inc.","13.05","$1.25B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adx",
"NYSE","PEO","Adams Natural Resources Fund, Inc.","19.94","$560.17M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peo",
"NYSE","AGRO","Adecoagro S.A.","11.34","$1.39B","2011","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/agro",
"NYSE","ADPT","Adeptus Health Inc.","41.03","$1.06B","2014","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/adpt",
"NYSE","AAP","Advance Auto Parts Inc","148.93","$10.97B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/aap",
"NYSE","WMS","Advanced Drainage Systems, Inc.","23.58","$1.29B","2014","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/wms",
"NYSE","ASX","Advanced Semiconductor Engineering, Inc.","6.02","$9.36B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/asx",
"NYSE","APFH","AdvancePierre Foods Holdings, Inc.","27.25","$2.1B","2016","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/apfh",
"NYSE","ASIX","AdvanSix Inc.","14.16","$431.88M","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/asix",
"NYSE","AAV","Advantage Oil & Gas Ltd","7.27","$1.34B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aav",
"NYSE","AVK","Advent Claymore Convertible Securities and Income Fund","14.54","$342.87M","2003","n/a","n/a","http://www.nasdaq.com/symbol/avk",
"NYSE","AGC","Advent Claymore Convertible Securities and Income Fund II","5.72","$184.17M","2007","n/a","n/a","http://www.nasdaq.com/symbol/agc",
"NYSE","LCM","Advent/Claymore Enhanced Growth & Income Fund","8.28","$112.63M","2005","n/a","n/a","http://www.nasdaq.com/symbol/lcm",
"NYSE","ACM","AECOM","29.56","$4.54B","2007","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acm",
"NYSE","ANW","Aegean Marine Petroleum Network Inc.","9.91","$502.4M","2006","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/anw",
"NYSE","AEB","Aegon NV","24.91","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeb",
"NYSE","AED","Aegon NV","26.06","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aed",
"NYSE","AEG","Aegon NV","4.1","$8.65B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeg",
"NYSE","AEH","Aegon NV","25.59","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeh",
"NYSE","AEK","Aegon NV","26.8","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aek",
"NYSE","AER","Aercap Holdings N.V.","39.93","$7.5B","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aer",
"NYSE","HIVE","Aerohive Networks, Inc.","6.09","$308.15M","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/hive",
"NYSE","AJRD","Aerojet Rocketdyne Holdings, Inc. ","17.49","$1.22B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ajrd",
"NYSE","AET","Aetna Inc.","114.98","$40.33B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aet",
"NYSE","AMG","Affiliated Managers Group, Inc.","152.79","$8.23B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amg",
"NYSE","MGR","Affiliated Managers Group, Inc.","26.34","n/a","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/mgr",
"NYSE","AFL","Aflac Incorporated","71.9","$29.45B","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afl",
"NYSE","AFSD","Aflac Incorporated","26.5803","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afsd",
"NYSE","MITT","AG Mortgage Investment Trust, Inc.","14.88","$414.86M","2011","n/a","n/a","http://www.nasdaq.com/symbol/mitt",
"NYSE","MITT^A","AG Mortgage Investment Trust, Inc.","25.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^a",
"NYSE","MITT^B","AG Mortgage Investment Trust, Inc.","24.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^b",
"NYSE","AGCO","AGCO Corporation","49.44","$4.01B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/agco",
"NYSE","A","Agilent Technologies, Inc.","47.15","$15.29B","1999","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/a",
"NYSE","AEM","Agnico Eagle Mines Limited","46.76","$10.53B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aem",
"NYSE","ADC","Agree Realty Corporation","45.44","$1.07B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/adc",
"NYSE","GRO","Agria Corporation","0.75","$41.54M","2007","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/gro",
"NYSE","AGU","Agrium Inc.","89.97","$12.43B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/agu",
"NYSE","AL","Air Lease Corporation","28.56","$2.94B","2011","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/al",
"NYSE","APD","Air Products and Chemicals, Inc.","136.98","$29.66B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apd",
"NYSE","AYR","Aircastle Limited","20.14","$1.58B","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ayr",
"NYSE","AKS","AK Steel Holding Corporation","4.64","$1.11B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/aks",
"NYSE","ALP^O","Alabama Power Company","30.48","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^o",
"NYSE","ALG","Alamo Group, Inc.","66.11","$760.14M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/alg",
"NYSE","AGI","Alamos Gold Inc.","7.28","$1.94B","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/agi",
"NYSE","ALK","Alaska Air Group, Inc.","68.31","$8.41B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/alk",
"NYSE","AIN","Albany International Corporation","42.85","$1.38B","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/ain",
"NYSE","ALB","Albemarle Corporation","83.44","$9.38B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alb",
"NYSE","AA","Alcoa Inc.","10.4","$13.68B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/aa",
"NYSE","AA^B","Alcoa Inc.","33.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aa^b",
"NYSE","ALR","Alere Inc.","43.68","$3.79B","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/alr",
"NYSE","ALR^B","Alere Inc.","336.6401","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alr^b",
"NYSE","ALEX","Alexander & Baldwin Holdings, Inc.","37.65","$1.84B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/alex",
"NYSE","ALX","Alexander&#39;s, Inc.","412.79","$2.11B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/alx",
"NYSE","ARE","Alexandria Real Estate Equities, Inc.","103.44","$8.07B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/are",
"NYSE","ARE^D","Alexandria Real Estate Equities, Inc.","34.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^d",
"NYSE","ARE^E","Alexandria Real Estate Equities, Inc.","25.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^e",
"NYSE","BABA","Alibaba Group Holding Limited","106.96","$267.4B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/baba",
"NYSE","Y","Alleghany Corporation","524.12","$8.09B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/y",
"NYSE","ATI","Allegheny Technologies Incorporated","17.89","$1.95B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati",
"NYSE","ALLE","Allegion plc","67.55","$6.48B","2013","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/alle",
"NYSE","AGN","Allergan plc.","235.71","$93.33B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agn",
"NYSE","AGN^A","Allergan plc.","836.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agn^a",
"NYSE","ALE","Allete, Inc.","57.11","$2.82B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale",
"NYSE","AKP","Alliance California Municipal Income Fund Inc","15.19","$129.95M","2002","n/a","n/a","http://www.nasdaq.com/symbol/akp",
"NYSE","ADS","Alliance Data Systems Corporation","216.28","$12.66B","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ads",
"NYSE","AFB","Alliance National Municipal Income Fund Inc","14.55","$418.24M","2002","n/a","n/a","http://www.nasdaq.com/symbol/afb",
"NYSE","AOI","Alliance One International, Inc.","19.51","$189.41M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/aoi",
"NYSE","AWF","Alliance World Dollar Government Fund II","12.54","$1.08B","1993","n/a","n/a","http://www.nasdaq.com/symbol/awf",
"NYSE","AB","AllianceBernstein Holding L.P.","22.52","$2.17B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ab",
"NYSE","LNT","Alliant Energy Corporation","36.78","$8.36B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/lnt",
"NYSE","NCV","AllianzGI Convertible & Income Fund","6.83","$601.98M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncv",
"NYSE","NCZ","AllianzGI Convertible & Income Fund II","5.99","$445.84M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncz",
"NYSE","ACV","AllianzGI Diversified Income & Convertible Fund","18.82","$193.37M","2015","n/a","n/a","http://www.nasdaq.com/symbol/acv",
"NYSE","NIE","AllianzGI Equity & Convertible Income Fund","18.64","$516.5M","2007","n/a","n/a","http://www.nasdaq.com/symbol/nie",
"NYSE","NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","12.47","$1.18B","2005","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nfj",
"NYSE","AWH","Allied World Assurance Company Holdings, AG","43.74","$4.14B","2006","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/awh",
"NYSE","ALSN","Allison Transmission Holdings, Inc.","28.66","$4.8B","2012","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alsn",
"NYSE","ALL","Allstate Corporation (The)","67.81","$25.19B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/all",
"NYSE","ALL^A","Allstate Corporation (The)","26.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^a",
"NYSE","ALL^B","Allstate Corporation (The)","27.54","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^b",
"NYSE","ALL^C","Allstate Corporation (The)","27.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^c",
"NYSE","ALL^D","Allstate Corporation (The)","27.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^d",
"NYSE","ALL^E","Allstate Corporation (The)","27.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^e",
"NYSE","ALL^F","Allstate Corporation (The)","27.378","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^f",
"NYSE","ALLY","Ally Financial Inc.","19.98","$9.66B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ally",
"NYSE","ALLY^A","Ally Financial Inc.","25.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^a",
"NYSE","ALJ","Alon USA Energy, Inc.","8.56","$611.28M","2005","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/alj",
"NYSE","ALDW","Alon USA Partners, LP","8.81","$550.8M","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/aldw",
"NYSE","AGD","Alpine Global Dynamic Dividend Fund","8.63","$108.3M","2006","n/a","n/a","http://www.nasdaq.com/symbol/agd",
"NYSE","AWP","Alpine Global Premier Properties Fund","5.47","$467.18M","2007","n/a","n/a","http://www.nasdaq.com/symbol/awp",
"NYSE","AOD","Alpine Total Dynamic Dividend Fund","7.58","$815.56M","2007","n/a","n/a","http://www.nasdaq.com/symbol/aod",
"NYSE","RESI","Altisource Residential Corporation","10.59","$576.79M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/resi",
"NYSE","MO","Altria Group","61.22","$119.61B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/mo",
"NYSE","ACH","Aluminum Corporation of China Limited","9.46","$5.64B","2001","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/ach",
"NYSE","AMBR","Amber Road, Inc.","10.29","$272.28M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ambr",
"NYSE","ABEV","Ambev S.A.","6.07","$95.41B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/abev",
"NYSE","AMC","AMC Entertainment Holdings, Inc.","31.94","$3.11B","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/amc",
"NYSE","AMFW","Amec Plc Ord","7.45","$2.93B","2014","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/amfw",
"NYSE","AEE","Ameren Corporation","47.71","$11.58B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee",
"NYSE","AMRC","Ameresco, Inc.","5.06","$235.54M","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc",
"NYSE","AMX","America Movil, S.A.B. de C.V.","11.64","$38.16B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amx",
"NYSE","AAT","American Assets Trust, Inc.","40.87","$1.86B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aat",
"NYSE","AXL","American Axle & Manufacturing Holdings, Inc.","17.65","$1.35B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/axl",
"NYSE","ACC","American Campus Communities Inc","47.41","$6.19B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acc",
"NYSE","AEO","American Eagle Outfitters, Inc.","17.14","$3.12B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aeo",
"NYSE","AEP","American Electric Power Company, Inc.","62.18","$30.57B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aep",
"NYSE","AEL","American Equity Investment Life Holding Company","18.24","$1.61B","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/ael",
"NYSE","AXP","American Express Company","64.36","$59.45B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/axp",
"NYSE","AFA","American Financial Group, Inc.","25.708","n/a","2012","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afa",
"NYSE","AFG","American Financial Group, Inc.","76.06","$6.61B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afg",
"NYSE","AFGE","American Financial Group, Inc.","26.96","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afge",
"NYSE","AFGH","American Financial Group, Inc.","26.89","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afgh",
"NYSE","AFW","American Financial Group, Inc.","25.95","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afw",
"NYSE","AMH","American Homes 4 Rent","20.18","$4.81B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh",
"NYSE","AMH^A","American Homes 4 Rent","28","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh^a",
"NYSE","AMH^B","American Homes 4 Rent","28.0742","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^b",
"NYSE","AMH^C","American Homes 4 Rent","27.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^c",
"NYSE","AMH^D","American Homes 4 Rent","26.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^d",
"NYSE","AMH^E","American Homes 4 Rent","26.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^e",
"NYSE","AIG","American International Group, Inc.","59.9","$64.13B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/aig",
"NYSE","AIG.WS","American International Group, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aig.ws",
"NYSE","AMID","American Midstream Partners, LP","14.72","$458.6M","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid",
"NYSE","ARL","American Realty Investors, Inc.","7.63","$118.37M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/arl",
"NYSE","ARA","American Renal Associates Holdings, Inc","17.88","$551.92M","2016","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ara",
"NYSE","AWR","American States Water Company","38.26","$1.4B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awr",
"NYSE","AMT","American Tower Corporation (REIT)","107.44","$45.71B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amt",
"NYSE","AMT^A","American Tower Corporation (REIT)","106.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^a",
"NYSE","AMT^B","American Tower Corporation (REIT)","106.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^b",
"NYSE","AVD","American Vanguard Corporation","15.92","$467.23M","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/avd",
"NYSE","AWK","American Water Works","71.17","$12.66B","2008","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awk",
"NYSE","APU","AmeriGas Partners, L.P.","45.06","$4.19B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/apu",
"NYSE","AMP","AMERIPRISE FINANCIAL SERVICES, INC.","103.19","$16.66B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amp",
"NYSE","ABC","AmerisourceBergen Corporation (Holding Co)","80.03","$17.19B","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/abc",
"NYSE","ANFI","Amira Nature Foods Ltd","8.54","$307.14M","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/anfi",
"NYSE","AHS","AMN Healthcare Services Inc","31.43","$1.51B","2001","Technology","Professional Services","http://www.nasdaq.com/symbol/ahs",
"NYSE","AP","Ampco-Pittsburgh Corporation","10.85","$133.14M","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/ap",
"NYSE","APH","Amphenol Corporation","64.9","$20.04B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aph",
"NYSE","BETR","Amplify Snack Brands, inc.","15.91","$1.19B","2015","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/betr",
"NYSE","AXR","AMREP Corporation","7.81","$63.1M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/axr",
"NYSE","AME","AMTEK, Inc.","48.12","$11.18B","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/ame",
"NYSE","AFSI^A","AmTrust Financial Services, Inc.","25.1999","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^a",
"NYSE","AFSI^B","AmTrust Financial Services, Inc.","25.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^b",
"NYSE","AFSI^C","AmTrust Financial Services, Inc.","26.045","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^c",
"NYSE","AFSI^D","AmTrust Financial Services, Inc.","25.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^d",
"NYSE","AFSI^E","AmTrust Financial Services, Inc.","26.87","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^e",
"NYSE","AFSI^F","AmTrust Financial Services, Inc.","25.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^f",
"NYSE","AFSS","AmTrust Financial Services, Inc.","25.93","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afss",
"NYSE","AFST","AmTrust Financial Services, Inc.","26.66","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afst",
"NYSE","AEUA","Anadarko Petroleum Corporation","42.23","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aeua",
"NYSE","APC","Anadarko Petroleum Corporation","64.14","$32.74B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apc",
"NYSE","AU","AngloGold Ashanti Limited","14.13","$5.77B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/au",
"NYSE","BUD","Anheuser-Busch Inbev SA","129.26","$207.85B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/bud",
"NYSE","AXE","Anixter International Inc.","63.94","$2.11B","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/axe",
"NYSE","NLY","Annaly Capital Management Inc","9.99","$9.95B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nly",
"NYSE","NLY^A","Annaly Capital Management Inc","25.54","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^a",
"NYSE","NLY^C","Annaly Capital Management Inc","25.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^c",
"NYSE","NLY^D","Annaly Capital Management Inc","25.2207","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^d",
"NYSE","NLY^E","Annaly Capital Management Inc","25.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^e",
"NYSE","AM","Antero Midstream Partners LP","26.7","$4.7B","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/am",
"NYSE","AR","Antero Resources Corporation","27.34","$8.4B","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ar",
"NYSE","ANTM","Anthem, Inc.","122.07","$32.13B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/antm",
"NYSE","ANTX","Anthem, Inc.","43.01","$11.32B","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/antx",
"NYSE","ANH","Anworth Mortgage Asset  Corporation","4.76","$456.67M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/anh",
"NYSE","ANH^A","Anworth Mortgage Asset  Corporation","25.5189","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^a",
"NYSE","ANH^B","Anworth Mortgage Asset  Corporation","24.4612","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^b",
"NYSE","ANH^C","Anworth Mortgage Asset  Corporation","24.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^c",
"NYSE","AON","Aon plc","111.75","$29.68B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/aon",
"NYSE","APA","Apache Corporation","64.65","$24.53B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apa",
"NYSE","AIV","Apartment Investment and Management Company","42.23","$6.61B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiv",
"NYSE","AIV^A","Apartment Investment and Management Company","27.83","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv^a",
"NYSE","ARI","Apollo Commercial Real Estate Finance","15.84","$1.07B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ari",
